event_id,event_type,severity,severity_label,source,detections,timestamp,event_date,hour_utc,mitre_tactic,mitre_technique,attack_stage,target_system,organization_unit,origin_country,origin_lat,origin_lon,target_country,target_lat,target_lon,geo_risk_factor,risk_score,anomaly_flag
CTE-001274,ransomware,8,High,endpoint,8,2026-02-19T04:21:00Z,2026-02-19,4,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Sales,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,79.5,True
CTE-001268,malware,6,Medium,endpoint,1,2026-02-19T04:50:00Z,2026-02-19,4,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,42.09,False
CTE-001269,malware,10,Critical,endpoint,4,2026-02-19T09:35:00Z,2026-02-19,9,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,70.27,False
CTE-001272,phishing,5,Medium,email,3,2026-02-19T11:26:00Z,2026-02-19,11,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,51.99,False
CTE-001275,ddos,5,Medium,network,4,2026-02-19T15:12:00Z,2026-02-19,15,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,46.59,False
CTE-001271,bruteforce,6,Medium,auth,4,2026-02-19T18:13:00Z,2026-02-19,18,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,United Kingdom,55.3781,-3.436,Australia,-25.2744,133.7751,1.04,53.29,False
CTE-001273,ddos,7,High,network,3,2026-02-19T20:44:00Z,2026-02-19,20,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Operations,Germany,51.1657,10.4515,United Kingdom,55.3781,-3.436,1.03,52.5,False
CTE-001270,malware,10,Critical,endpoint,4,2026-02-19T21:13:00Z,2026-02-19,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Support,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,80.37,True
CTE-001277,bruteforce,5,Medium,auth,6,2026-02-20T01:11:00Z,2026-02-20,1,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Finance,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,51.7,False
CTE-001281,ddos,9,Critical,network,2,2026-02-20T02:44:00Z,2026-02-20,2,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,65.69,False
CTE-001279,malware,7,High,endpoint,2,2026-02-20T02:50:00Z,2026-02-20,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,52.86,False
CTE-001278,bruteforce,7,High,network,2,2026-02-20T10:53:00Z,2026-02-20,10,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,60.88,False
CTE-001276,ddos,4,Medium,email,1,2026-02-20T21:39:00Z,2026-02-20,21,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Support,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,43.65,False
CTE-001280,malware,9,Critical,endpoint,6,2026-02-20T23:50:00Z,2026-02-20,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,China,35.8617,104.1954,Singapore,1.3521,103.8198,1.2,78.62,True
CTE-001288,phishing,2,Low,network,2,2026-02-21T01:09:00Z,2026-02-21,1,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,34.05,False
CTE-001282,ransomware,6,Medium,email,3,2026-02-21T03:33:00Z,2026-02-21,3,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,48.68,False
CTE-001286,ddos,9,Critical,network,3,2026-02-21T08:10:00Z,2026-02-21,8,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,69.0,False
CTE-001283,malware,7,High,endpoint,4,2026-02-21T09:02:00Z,2026-02-21,9,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,57.14,False
CTE-001290,malware,8,High,endpoint,4,2026-02-21T14:28:00Z,2026-02-21,14,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,South Africa,-30.5595,22.9375,Germany,51.1657,10.4515,1.18,63.7,False
CTE-001287,bruteforce,8,High,auth,5,2026-02-21T14:39:00Z,2026-02-21,14,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Sales,United Arab Emirates,23.4241,53.8478,United Arab Emirates,23.4241,53.8478,1.12,64.74,False
CTE-001285,malware,7,High,endpoint,5,2026-02-21T18:32:00Z,2026-02-21,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,60.18,False
CTE-001289,bruteforce,5,Medium,auth,3,2026-02-21T22:37:00Z,2026-02-21,22,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,45.1,False
CTE-001284,malware,6,Medium,endpoint,3,2026-02-21T22:45:00Z,2026-02-21,22,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,50.41,False
CTE-001294,bruteforce,7,High,endpoint,2,2026-02-22T04:20:00Z,2026-02-22,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,56.08,False
CTE-001298,phishing,5,Medium,email,2,2026-02-22T04:47:00Z,2026-02-22,4,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Sales,United Arab Emirates,23.4241,53.8478,United Kingdom,55.3781,-3.436,1.12,47.93,False
CTE-001300,ransomware,8,High,endpoint,5,2026-02-22T06:51:00Z,2026-02-22,6,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Sales,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,73.65,False
CTE-001291,phishing,6,Medium,email,1,2026-02-22T11:34:00Z,2026-02-22,11,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,44.62,False
CTE-001296,phishing,4,Medium,email,1,2026-02-22T16:31:00Z,2026-02-22,16,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,37.6,False
CTE-001295,ransomware,7,High,endpoint,6,2026-02-22T18:11:00Z,2026-02-22,18,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Engineering,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,56.24,False
CTE-001293,malware,10,Critical,endpoint,4,2026-02-22T20:05:00Z,2026-02-22,20,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Sales,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,63.29,False
CTE-001292,malware,5,Medium,endpoint,1,2026-02-22T21:25:00Z,2026-02-22,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,Brazil,-14.235,-51.9253,United Arab Emirates,23.4241,53.8478,1.16,49.55,False
CTE-001299,phishing,1,Low,email,1,2026-02-22T22:54:00Z,2026-02-22,22,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,United Kingdom,55.3781,-3.436,India,20.5937,78.9629,1.04,23.83,False
CTE-001297,ddos,5,Medium,network,4,2026-02-22T23:45:00Z,2026-02-22,23,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,55.24,False
CTE-001302,malware,4,Medium,endpoint,1,2026-02-23T04:26:00Z,2026-02-23,4,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Support,South Africa,-30.5595,22.9375,United States,37.0902,-95.7129,1.18,35.21,False
CTE-001305,phishing,4,Medium,email,1,2026-02-23T05:26:00Z,2026-02-23,5,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,China,35.8617,104.1954,India,20.5937,78.9629,1.2,42.37,False
CTE-001306,phishing,6,Medium,email,3,2026-02-23T12:24:00Z,2026-02-23,12,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Executive,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,56.41,False
CTE-001307,bruteforce,9,Critical,auth,3,2026-02-23T16:00:00Z,2026-02-23,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,62.91,False
CTE-001304,bruteforce,5,Medium,auth,2,2026-02-23T18:05:00Z,2026-02-23,18,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Executive,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,49.3,False
CTE-001301,malware,2,Low,endpoint,1,2026-02-23T21:29:00Z,2026-02-23,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Sales,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,28.87,False
CTE-001303,malware,9,Critical,endpoint,5,2026-02-23T23:48:00Z,2026-02-23,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Operations,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,64.01,False
CTE-001320,malware,5,Medium,endpoint,1,2026-02-24T06:54:00Z,2026-02-24,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Sales,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,42.13,False
CTE-001312,malware,5,Medium,endpoint,3,2026-02-24T08:10:00Z,2026-02-24,8,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,United Arab Emirates,23.4241,53.8478,Australia,-25.2744,133.7751,1.12,42.18,False
CTE-001311,ransomware,9,Critical,endpoint,5,2026-02-24T09:58:00Z,2026-02-24,9,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Support,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,66.47,False
CTE-001308,malware,6,Medium,endpoint,2,2026-02-24T11:37:00Z,2026-02-24,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,China,35.8617,104.1954,India,20.5937,78.9629,1.2,55.85,False
CTE-001316,malware,2,Low,endpoint,2,2026-02-24T13:21:00Z,2026-02-24,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Support,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,31.55,False
CTE-001309,phishing,4,Medium,email,2,2026-02-24T13:33:00Z,2026-02-24,13,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,46.38,False
CTE-001313,malware,7,High,endpoint,4,2026-02-24T13:55:00Z,2026-02-24,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,52.33,False
CTE-001310,malware,4,Medium,endpoint,3,2026-02-24T14:26:00Z,2026-02-24,14,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,45.7,False
CTE-001318,malware,8,High,endpoint,8,2026-02-24T14:45:00Z,2026-02-24,14,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,64.42,False
CTE-001315,malware,6,Medium,endpoint,3,2026-02-24T16:00:00Z,2026-02-24,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,55.8,False
CTE-001319,ddos,7,High,network,2,2026-02-24T20:46:00Z,2026-02-24,20,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Operations,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,57.93,False
CTE-001317,bruteforce,6,Medium,auth,3,2026-02-24T21:38:00Z,2026-02-24,21,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Engineering,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,45.94,False
CTE-001314,ransomware,7,High,endpoint,7,2026-02-24T23:06:00Z,2026-02-24,23,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Sales,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,70.38,False
CTE-001324,malware,8,High,endpoint,4,2026-02-25T01:21:00Z,2026-02-25,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,United Kingdom,55.3781,-3.436,United Kingdom,55.3781,-3.436,1.04,62.84,False
CTE-001332,malware,4,Medium,endpoint,3,2026-02-25T01:27:00Z,2026-02-25,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,38.61,False
CTE-001321,phishing,5,Medium,email,3,2026-02-25T01:43:00Z,2026-02-25,1,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Finance,United Arab Emirates,23.4241,53.8478,United Kingdom,55.3781,-3.436,1.12,44.1,False
CTE-001327,phishing,4,Medium,email,2,2026-02-25T06:55:00Z,2026-02-25,6,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,38.81,False
CTE-001331,malware,3,Low,email,2,2026-02-25T09:43:00Z,2026-02-25,9,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Executive,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,35.86,False
CTE-001323,malware,9,Critical,endpoint,5,2026-02-25T11:31:00Z,2026-02-25,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,67.45,False
CTE-001329,bruteforce,3,Low,auth,3,2026-02-25T15:41:00Z,2026-02-25,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,40.5,False
CTE-001322,ddos,6,Medium,network,6,2026-02-25T15:55:00Z,2026-02-25,15,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Support,Germany,51.1657,10.4515,Australia,-25.2744,133.7751,1.03,59.52,False
CTE-001325,malware,2,Low,endpoint,1,2026-02-25T16:56:00Z,2026-02-25,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,28.79,False
CTE-001326,phishing,7,High,email,2,2026-02-25T17:15:00Z,2026-02-25,17,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,58.03,False
CTE-001330,ddos,7,High,network,4,2026-02-25T18:11:00Z,2026-02-25,18,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Finance,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,56.58,False
CTE-001328,phishing,3,Low,email,1,2026-02-25T19:25:00Z,2026-02-25,19,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,India,20.5937,78.9629,India,20.5937,78.9629,1.1,30.23,False
CTE-001337,malware,7,High,endpoint,4,2026-02-26T01:15:00Z,2026-02-26,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,55.37,False
CTE-001341,phishing,1,Low,email,1,2026-02-26T03:20:00Z,2026-02-26,3,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,26.16,False
CTE-001339,ddos,5,Medium,network,2,2026-02-26T03:33:00Z,2026-02-26,3,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,Singapore,1.3521,103.8198,United States,37.0902,-95.7129,1.08,49.03,False
CTE-001338,ddos,7,High,network,3,2026-02-26T10:30:00Z,2026-02-26,10,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Executive,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,64.02,False
CTE-001340,phishing,5,Medium,email,2,2026-02-26T11:48:00Z,2026-02-26,11,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,39.95,False
CTE-001335,bruteforce,7,High,auth,4,2026-02-26T13:28:00Z,2026-02-26,13,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,51.84,False
CTE-001334,bruteforce,5,Medium,auth,7,2026-02-26T16:23:00Z,2026-02-26,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,62.05,False
CTE-001336,bruteforce,5,Medium,endpoint,3,2026-02-26T16:27:00Z,2026-02-26,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,43.71,False
CTE-001333,malware,8,High,endpoint,6,2026-02-26T21:01:00Z,2026-02-26,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,75.14,True
CTE-001349,malware,9,Critical,endpoint,5,2026-02-27T01:28:00Z,2026-02-27,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,66.16,False
CTE-001345,phishing,1,Low,email,1,2026-02-27T02:13:00Z,2026-02-27,2,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Executive,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,22.49,False
CTE-001344,ddos,7,High,network,5,2026-02-27T03:27:00Z,2026-02-27,3,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,61.99,False
CTE-001346,malware,4,Medium,endpoint,1,2026-02-27T03:44:00Z,2026-02-27,3,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,India,20.5937,78.9629,India,20.5937,78.9629,1.1,38.47,False
CTE-001343,bruteforce,8,High,auth,1,2026-02-27T11:13:00Z,2026-02-27,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Operations,India,20.5937,78.9629,India,20.5937,78.9629,1.1,57.65,False
CTE-001350,bruteforce,5,Medium,auth,3,2026-02-27T12:23:00Z,2026-02-27,12,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,51.14,False
CTE-001348,ddos,7,High,network,3,2026-02-27T21:31:00Z,2026-02-27,21,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Finance,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,50.71,False
CTE-001342,bruteforce,4,Medium,auth,2,2026-02-27T21:56:00Z,2026-02-27,21,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,41.74,False
CTE-001347,phishing,2,Low,email,2,2026-02-27T22:31:00Z,2026-02-27,22,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,35.63,False
CTE-001351,phishing,8,High,email,4,2026-02-28T01:43:00Z,2026-02-28,1,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,64.21,False
CTE-001354,phishing,5,Medium,email,3,2026-02-28T05:23:00Z,2026-02-28,5,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Support,United Arab Emirates,23.4241,53.8478,United States,37.0902,-95.7129,1.12,43.61,False
CTE-001352,malware,10,Critical,endpoint,5,2026-02-28T09:30:00Z,2026-02-28,9,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Executive,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,78.9,True
CTE-001359,phishing,2,Low,email,1,2026-02-28T16:56:00Z,2026-02-28,16,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Sales,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,30.62,False
CTE-001357,malware,8,High,endpoint,4,2026-02-28T17:05:00Z,2026-02-28,17,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Support,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,61.46,False
CTE-001356,ddos,4,Medium,network,6,2026-02-28T19:43:00Z,2026-02-28,19,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,54.94,False
CTE-001358,phishing,3,Low,email,2,2026-02-28T20:51:00Z,2026-02-28,20,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Finance,Germany,51.1657,10.4515,United Kingdom,55.3781,-3.436,1.03,33.47,False
CTE-001353,malware,8,High,endpoint,4,2026-02-28T21:57:00Z,2026-02-28,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,59.31,False
CTE-001355,bruteforce,8,High,auth,3,2026-02-28T22:45:00Z,2026-02-28,22,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,60.07,False
CTE-001360,bruteforce,4,Medium,auth,5,2026-02-28T23:06:00Z,2026-02-28,23,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,49.75,False
CTE-001369,ddos,9,Critical,network,2,2026-03-01T04:12:00Z,2026-03-01,4,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,62.94,False
CTE-001361,bruteforce,4,Medium,auth,3,2026-03-01T04:19:00Z,2026-03-01,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,47.76,False
CTE-001366,ddos,7,High,network,6,2026-03-01T05:37:00Z,2026-03-01,5,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Operations,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,66.9,False
CTE-001371,ddos,10,Critical,network,3,2026-03-01T05:52:00Z,2026-03-01,5,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Operations,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,72.53,False
CTE-001363,ransomware,5,Medium,email,1,2026-03-01T05:56:00Z,2026-03-01,5,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Sales,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,41.98,False
CTE-001367,malware,10,Critical,endpoint,4,2026-03-01T09:59:00Z,2026-03-01,9,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,63.68,False
CTE-001365,phishing,2,Low,email,2,2026-03-01T10:35:00Z,2026-03-01,10,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,29.11,False
CTE-001368,malware,8,High,endpoint,4,2026-03-01T11:14:00Z,2026-03-01,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,59.88,False
CTE-001372,ddos,10,Critical,endpoint,5,2026-03-01T11:17:00Z,2026-03-01,11,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,United Kingdom,55.3781,-3.436,United Kingdom,55.3781,-3.436,1.04,70.95,False
CTE-001364,malware,9,Critical,endpoint,4,2026-03-01T11:54:00Z,2026-03-01,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,68.8,False
CTE-001373,bruteforce,5,Medium,auth,3,2026-03-01T15:10:00Z,2026-03-01,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Operations,United Kingdom,55.3781,-3.436,Australia,-25.2744,133.7751,1.04,52.8,False
CTE-001362,bruteforce,5,Medium,auth,2,2026-03-01T15:26:00Z,2026-03-01,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,United Kingdom,55.3781,-3.436,India,20.5937,78.9629,1.04,42.26,False
CTE-001370,phishing,3,Low,email,1,2026-03-01T22:45:00Z,2026-03-01,22,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,32.79,False
CTE-001379,ddos,4,Medium,network,5,2026-03-02T02:44:00Z,2026-03-02,2,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Executive,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,52.16,False
CTE-001380,phishing,4,Medium,email,3,2026-03-02T02:45:00Z,2026-03-02,2,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,37.36,False
CTE-001374,bruteforce,6,Medium,auth,2,2026-03-02T04:48:00Z,2026-03-02,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Sales,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,44.75,False
CTE-001375,ransomware,10,Critical,endpoint,9,2026-03-02T09:08:00Z,2026-03-02,9,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Support,South Africa,-30.5595,22.9375,Singapore,1.3521,103.8198,1.18,89.56,True
CTE-001377,ddos,5,Medium,network,5,2026-03-02T16:34:00Z,2026-03-02,16,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,52.65,False
CTE-001378,ddos,8,High,network,3,2026-03-02T17:08:00Z,2026-03-02,17,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,57.43,False
CTE-001376,phishing,1,Low,email,1,2026-03-02T18:43:00Z,2026-03-02,18,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Sales,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,24.01,False
